"probe_id"	"symbol"
"138452"	"10501661"	"Gm9761"
"138453"	"10501663"	"Trmt13"
"138465"	"10501676"	"Hiat1"
"138478"	"10501690"	"Slc35a3"
"138486"	"10501699"	"Agl"
"138520"	"10501734"	"Palmd"
"138527"	"10501742"	"---"
"138528"	"10501744"	"1700061I17Rik"
"138537"	"10501754"	"Plppr4"
"138544"	"10501762"	"Snx7"
"138556"	"10501775"	"---"
"138558"	"10501778"	"Ptbp2"
"138572"	"10501793"	"Gm23733"
"138573"	"10501795"	"Rwdd3"
"138579"	"10501802"	"Tmem56"
"138587"	"10501811"	"Slc44a3"
"138602"	"10501827"	"A730020M07Rik"
"138606"	"10501832"	"Abcd3"
"138630"	"10501857"	"Gm4609"
"138632"	"10501860"	"Fnbp1l"
"138647"	"10501876"	"---"
"138649"	"10501879"	"Usp53"
"138664"	"10501895"	"Myoz2"
"138671"	"10501903"	"Synpo2"
"138676"	"10501909"	"Mettl14"
"138688"	"10501922"	"---"
"138689"	"10501924"	"Ndst3"
"138706"	"10501942"	"1700006A11Rik"
"138716"	"10501953"	"1700003H04Rik"
"138721"	"10501959"	"Gm9381"
"138724"	"10501963"	"Ugt8a"
"138731"	"10501971"	"Ank2"
"138788"	"10502029"	"Larp7"
"138797"	"10502042"	"Alpk1"
"138804"	"10502050"	"Alpk1"
"138805"	"10502052"	"Alpk1"
"138810"	"10502058"	"Ap1ar"
"138822"	"10502071"	"5730508B09Rik"
"138825"	"10502076"	"---"
"138827"	"10502079"	"Gm9387"
"138828"	"10502081"	"Enpep"
"138851"	"10502105"	"Egf"
"138876"	"10502131"	"Lrit3"
"138879"	"10502135"	"Rrh"
"138889"	"10502146"	"Gar1"
"138898"	"10502156"	"Ccdc109b"
"138906"	"10502165"	"Sec24b"
"138930"	"10502191"	"Ostc"
"138934"	"10502196"	"Rpl34"
"138936"	"10502199"	"---"
"138937"	"10502201"	"---"
"138940"	"10502205"	"Hadh"
"138948"	"10502214"	"Cyp2u1"
"138957"	"10502224"	"Sgms2"
"138962"	"10502232"	"Aimp1"
"138969"	"10502240"	"Npnt"
"138985"	"10502257"	"Gstcd"
"139000"	"10502273"	"Arhgef38"
"139005"	"10502279"	"Arhgef38"
"139009"	"10502284"	"Tet2"
"139023"	"10502299"	"Nfkb1"
"139051"	"10502329"	"Cisd2"
"139054"	"10502333"	"---"
"139055"	"10502335"	"Bank1"
"139074"	"10502355"	"Gm4861"
"139077"	"10502359"	"Dapp1"
"139087"	"10502370"	"Gm5105"
"139091"	"10502375"	"Mttp"
"139110"	"10502395"	"4930579F01Rik"
"139119"	"10502405"	"Metap1"
"139130"	"10502417"	"---"
"139131"	"10502419"	"Rap1gds1"
"139149"	"10502438"	"Gm4862"
"139150"	"10502440"	"---"
"139151"	"10502442"	"Gm6214"
"139154"	"10502446"	"Pdha2"
"139158"	"10502451"	"Bmpr1b"
"139175"	"10502469"	"Pdlim5"
"139187"	"10502482"	"Gm24457"
"139188"	"10502484"	"Pkn2"
"139213"	"10502510"	"Lmo4"
"139221"	"10502522"	"Hs2st1"
"139233"	"10502535"	"Gm24406"
"139234"	"10502537"	"Sh3glb1"
"139248"	"10502552"	"---"
"139260"	"10502565"	"---"
"139269"	"10502575"	"Clca3b"
"139283"	"10502590"	"Clca4c-ps"
"139298"	"10502606"	"Clca4c-ps"
"139304"	"10502613"	"Clca4b"
"139312"	"10502622"	"Clca1"
"139327"	"10502638"	"Clca2"
"139343"	"10502655"	"Cyr61"
"139348"	"10502661"	"Wdr63"
"139368"	"10502682"	"Gm25627"
"139369"	"10502684"	"Gm10636"
"139370"	"10502686"	"Dnase2b"
"139379"	"10502696"	"Spata1"
"139396"	"10502714"	"Rpf1"
"139406"	"10502725"	"4930503B20Rik"
"139411"	"10502732"	"Prkacb"
"139423"	"10502745"	"Rpl11"
"139425"	"10502748"	"Adgrl2"
"139442"	"10502766"	"Adgrl2"
"139443"	"10502770"	"Adgrl2"
"139444"	"10502772"	"Adgrl2"
"139445"	"10502774"	"Adgrl2"
"139446"	"10502776"	"Adgrl2"
"139447"	"10502778"	"Adgrl2"
"139448"	"10502780"	"Adgrl2"
"139450"	"10502785"	"Gm10287"
"139451"	"10502787"	"Rpsa"
"139454"	"10502791"	"Ifi44"
"139463"	"10502801"	"Ifi44l"
"139466"	"10502805"	"Ptgfr"
"139473"	"10502814"	"Gm25056"
"139474"	"10502816"	"Gipc2"
"139480"	"10502823"	"Dnajb4"
"139486"	"10502830"	"Nexn"
"139500"	"10502845"	"Fam73a"
"139517"	"10502863"	"Ak5"
"139533"	"10502881"	"St6galnac5"
"139541"	"10502890"	"St6galnac3"
"139548"	"10502898"	"Gm5858"
"139549"	"10502900"	"5730460C07Rik"
"139552"	"10502904"	"Msh4"
"139581"	"10502934"	"Rabggtb"
"139595"	"10502949"	"Gm24494"
"139596"	"10502951"	"Acadm"
"139605"	"10502961"	"Lhx8"
"139616"	"10502973"	"Tyw3"
"139624"	"10502982"	"Tnni3k"
"139649"	"10503010"	"Fpgt"
"139654"	"10503017"	"Gm23038"
"139655"	"10503021"	"Gm23725"
"139656"	"10503023"	"Cth"
"139668"	"10503036"	"Srsf11"
"139685"	"10503054"	"Lrrc7"
"139713"	"10503083"	"Gm23941"
"139714"	"10503085"	"Tgs1"
"139726"	"10503098"	"Lyn"
"139734"	"10503107"	"6330407A03Rik"
"139735"	"10503109"	"Chchd7"
"139741"	"10503118"	"Fam110b"
"139745"	"10503123"	"Ubxn2b"
"139755"	"10503134"	"Sdcbp"
"139765"	"10503145"	"Gm11801"
"139767"	"10503148"	"---"
"139768"	"10503150"	"Rab2a"
"139778"	"10503161"	"Chd7"
"139782"	"10503166"	"Chd7"
"139783"	"10503168"	"Chd7"
"139784"	"10503170"	"Chd7"
"139785"	"10503172"	"Chd7"
"139786"	"10503174"	"Chd7"
"139787"	"10503176"	"Chd7"
"139788"	"10503178"	"Chd7"
"139789"	"10503180"	"Chd7"
"139790"	"10503182"	"Chd7"
"139791"	"10503184"	"Chd7"
"139792"	"10503186"	"Chd7"
"139793"	"10503188"	"Chd7"
"139794"	"10503190"	"Chd7"
"139795"	"10503192"	"Chd7"
"139796"	"10503194"	"Chd7"
"139797"	"10503196"	"Chd7"
"139798"	"10503198"	"Chd7"
"139799"	"10503200"	"Chd7"
"139800"	"10503202"	"Chd7"
"139801"	"10503204"	"Chd7"
"139802"	"10503206"	"Chd7"
"139803"	"10503208"	"Chd7"
"139804"	"10503210"	"Chd7"
"139805"	"10503212"	"Chd7"
"139806"	"10503214"	"Chd7"
"139807"	"10503216"	"Chd7"
"139808"	"10503218"	"Chd7"
"139809"	"10503220"	"Chd7"
"139810"	"10503222"	"Chd7"
"139819"	"10503232"	"Gm23423"
"139820"	"10503234"	"Clvs1"
"139826"	"10503241"	"Gdf6"
"139828"	"10503244"	"Gm12920"
"139832"	"10503249"	"Rpl13"
"139833"	"10503251"	"2610301B20Rik"
"139838"	"10503257"	"Gm11829"
"139839"	"10503259"	"Trp53inp1"
"139843"	"10503264"	"Ccne2"
"139859"	"10503281"	"Gm11821"
"139860"	"10503283"	"1110037F02Rik"
"139879"	"10503303"	"1110037F02Rik"
"139880"	"10503305"	"1110037F02Rik"
"139889"	"10503315"	"Rad54b"
"139907"	"10503334"	"Gem"
"139913"	"10503341"	"Cdh17"
"139930"	"10503359"	"Rbm12b2"
"139931"	"10503361"	"Gm11841"
"139932"	"10503363"	"Rbm12b1"
"139938"	"10503370"	"---"
"139941"	"10503374"	"n-R5s182"
"139942"	"10503376"	"Triqk"
"139947"	"10503382"	"Runx1t1"
"139963"	"10503399"	"Gm11836"
"139964"	"10503401"	"Tmem55a"
"139972"	"10503410"	"Tmem64"
"139975"	"10503416"	"Calb1"
"139989"	"10503431"	"Nbn"
"140005"	"10503448"	"Mmp16"
"140020"	"10503464"	"Cngb3"
"140039"	"10503484"	"Rmdn1"
"140051"	"10503497"	"Slc7a13"
"140055"	"10503502"	"Ttpa"
"140060"	"10503508"	"Ggh"
"140071"	"10503520"	"Ttpa"
"140073"	"10503523"	"Ggh"
"140083"	"10503534"	"Ccnc"
"140099"	"10503551"	"Usp45"
"140117"	"10503570"	"Pnisr"
"140130"	"10503584"	"Coq3"
"140138"	"10503593"	"Faxc"
"140146"	"10503602"	"Fbxl4"
"140156"	"10503613"	"Gm11878"
"140157"	"10503617"	"Mms22l"
"140182"	"10503643"	"Ndufaf4"
"140185"	"10503647"	"Gpr63"
"140187"	"10503650"	"Prdx6-ps2"
"140190"	"10503654"	"Gm11907"
"140191"	"10503656"	"Gm11913"
"140193"	"10503659"	"Epha7"
"140213"	"10503680"	"Map3k7"
"140224"	"10503692"	"Gm11929"
"140226"	"10503695"	"Bach2"
"140239"	"10503711"	"Casp8ap2"
"140250"	"10503723"	"Mdn1"
"140354"	"10503828"	"Lyrm2"
"140358"	"10503833"	"Gm11942"
"140359"	"10503835"	"Rragd"
"140368"	"10503845"	"Ube2j1"
"140378"	"10503856"	"Gabrr2"
"140387"	"10503866"	"Gabrr1"
"140396"	"10503876"	"Srsf12"
"140401"	"10503882"	"Rngtt"
"140420"	"10503902"	"Cnr1"
"140428"	"10503911"	"---"
"140431"	"10503915"	"Gm12350"
"140432"	"10503917"	"Akirin2"
"140439"	"10503926"	"Rars2"
"140459"	"10503947"	"Cga"
"140463"	"10503952"	"Ifnk"
"140465"	"10503955"	"Gm12365"
"140467"	"10503958"	"1700009N14Rik"
"140471"	"10503963"	"Gm12384"
"140473"	"10503966"	"Aco1"
"140495"	"10503989"	"Toporsos"
"140497"	"10503992"	"Tmem215"
"140499"	"10503995"	"Dnaja1"
"140503"	"10504000"	"---"
"140504"	"10504002"	"Spink4"
"140509"	"10504008"	"Chmp5"
"140517"	"10504017"	"Nfx1"
"140546"	"10504047"	"Ube2r2"
"140552"	"10504054"	"n-R5s183"
"140553"	"10504056"	"Ubap1"
"140560"	"10504064"	"Nudt2"
"140563"	"10504068"	"Fam219aos"
"140566"	"10504072"	"Dnaic1"
"140587"	"10504094"	"Galt"
"140598"	"10504106"	"Il11ra1"
"140612"	"10504121"	"Gm10601"
"140613"	"10504123"	"---"
"140614"	"10504125"	"---"
"140615"	"10504127"	"---"
"140619"	"10504132"	"---"
"140623"	"10504139"	"---"
"140631"	"10504148"	"Gm3893"
"140636"	"10504154"	"---"
"140640"	"10504159"	"---"
"140644"	"10504164"	"---"
"140648"	"10504169"	"---"
"140650"	"10504172"	"---"
"140655"	"10504178"	"Gm3893"
"140659"	"10504183"	"---"
"140663"	"10504188"	"---"
"140668"	"10504194"	"---"
"140672"	"10504203"	"---"
"140674"	"10504206"	"Phf24"
"140685"	"10504218"	"Dnajb5"
"140696"	"10504230"	"1700022I11Rik"
"140699"	"10504234"	"Unc13b"
"140742"	"10504278"	"Atp8b5"
"140757"	"10504294"	"Rusc2"
"140778"	"10504316"	"Tesk1"
"140790"	"10504329"	"Ccdc107"
"140797"	"10504337"	"Car9"
"140808"	"10504349"	"Creb3"
"140820"	"10504362"	"Rgp1"
"140830"	"10504373"	"Gm12472"
"140831"	"10504375"	"Npr2"
"140853"	"10504398"	"Serf2"
"140856"	"10504402"	"Tmem8b"
"140870"	"10504417"	"Hrct1"
"140871"	"10504419"	"5430416O09Rik"
"140873"	"10504422"	"Olfr155"
"140874"	"10504424"	"Reck"
"140899"	"10504450"	"Glipr2"
"140904"	"10504456"	"Ccin"
"140905"	"10504458"	"Clta"
"140912"	"10504466"	"Gm12504"
"140913"	"10504470"	"Melk"
"140933"	"10504491"	"Zcchc7"
"140940"	"10504499"	"Zcchc7"
"140944"	"10504504"	"Grhpr"
"140953"	"10504514"	"1700055D18Rik"
"140956"	"10504518"	"Polr1e"
"140971"	"10504534"	"Frmpd1"
"140987"	"10504551"	"Trmt10b"
"140996"	"10504564"	"Dcaf10"
"141005"	"10504574"	"Gm22055"
"141006"	"10504576"	"Gm829"
"141011"	"10504582"	"Stra6l"
"141034"	"10504606"	"Aldh1b1"
"141036"	"10504611"	"Ccdc180"
"141037"	"10504613"	"Ccdc180"
"141038"	"10504615"	"Ccdc180"
"141039"	"10504617"	"Ccdc180"
"141040"	"10504619"	"Ccdc180"
"141041"	"10504621"	"Ccdc180"
"141049"	"10504630"	"Ccdc180"
"141050"	"10504632"	"Ccdc180"
"141051"	"10504634"	"Ccdc180"
"141052"	"10504636"	"Ccdc180"
"141053"	"10504638"	"Ccdc180"
"141054"	"10504640"	"Ccdc180"
"141055"	"10504642"	"Ccdc180"
"141056"	"10504644"	"Ccdc180"
"141057"	"10504646"	"Ccdc180"
"141058"	"10504648"	"Ccdc180"
"141059"	"10504650"	"Ccdc180"
"141060"	"10504652"	"Ccdc180"
"141061"	"10504654"	"Ccdc180"
"141062"	"10504656"	"Ccdc180"
"141063"	"10504658"	"Ccdc180"
"141064"	"10504660"	"Ccdc180"
"141065"	"10504662"	"Ccdc180"
"141066"	"10504664"	"Ccdc180"
"141067"	"10504666"	"Ccdc180"
"141068"	"10504668"	"Ccdc180"
"141069"	"10504670"	"Ccdc180"
"141070"	"10504672"	"Tdrd7"
"141086"	"10504692"	"Tmod1"
"141096"	"10504703"	"Ncbp1"
"141120"	"10504728"	"Foxe1"
"141121"	"10504730"	"Anp32b"
"141133"	"10504743"	"Nans"
"141140"	"10504751"	"Gm22247"
"141141"	"10504753"	"---"
"141142"	"10504755"	"LOC105247125"
"141143"	"10504757"	"BC005685"
"141144"	"10504759"	"LOC105247125"
"141145"	"10504761"	"LOC105247125"
"141146"	"10504763"	"Galnt12"
"141157"	"10504775"	"Col15a1"
"141197"	"10504817"	"Tgfbr1"
"141210"	"10504831"	"Sec61b"
"141216"	"10504838"	"Nr4a3"
"141226"	"10504849"	"Stx17"
"141241"	"10504865"	"Invs"
"141259"	"10504884"	"Msantd3"
"141265"	"10504891"	"Tmeff1"
"141275"	"10504902"	"Murc"
"141277"	"10504905"	"Plppr1"
"141283"	"10504912"	"Gm22685"
"141284"	"10504914"	"Gm12453"
"141285"	"10504916"	"Gm12452"
"141286"	"10504918"	"Zfp189"
"141292"	"10504926"	"Rnf20"
"141313"	"10504948"	"Cylc2"
"141319"	"10504955"	"Gm12466"
"141320"	"10504957"	"Smc2"
"141345"	"10504983"	"Toporsl"
"141347"	"10504986"	"Gm12482"
"141348"	"10504988"	"---"
"141349"	"10504990"	"Olfr270"
"141350"	"10504992"	"Nipsnap3a"
"141357"	"10505000"	"Nipsnap3b"
"141364"	"10505008"	"Slc44a1"
"141383"	"10505028"	"Slc44a1"
"141384"	"10505030"	"Fsd1l"
"141397"	"10505044"	"Fktn"
"141411"	"10505059"	"Tal2"
"141415"	"10505064"	"Tmem38b"
"141421"	"10505071"	"Tmem38b"
"141422"	"10505073"	"Zfp462"
"141438"	"10505090"	"Gm12508"
"141439"	"10505092"	"Rad23b"
"141448"	"10505102"	"Gm12511"
"141450"	"10505105"	"Gm26657"
"141451"	"10505107"	"Actl7a"
"141452"	"10505109"	"Fam206a"
"141460"	"10505118"	"Gm22300"
"141461"	"10505120"	"---"
"141472"	"10505132"	"Akap2"
"141482"	"10505143"	"---"
"141483"	"10505145"	"Musk"
"141500"	"10505163"	"Zkscan16"
"141508"	"10505172"	"Dnajc25"
"141517"	"10505182"	"Gng10"
"141521"	"10505187"	"Ugcg"
"141531"	"10505198"	"1700018M17Rik"
"141532"	"10505200"	"Hsdl2"
"141544"	"10505213"	"E130308A19Rik"
"141554"	"10505224"	"Snx30"
"141566"	"10505237"	"Mup-ps1"
"141568"	"10505240"	"Mup-ps2"
"141573"	"10505246"	"---"
"141575"	"10505249"	"Mup-ps6"
"141577"	"10505252"	"Mup-ps7"
"141578"	"10505254"	"Mup-ps10"
"141581"	"10505258"	"---"
"141583"	"10505261"	"Mup-ps13"
"141587"	"10505266"	"Mup-ps14"
"141588"	"10505268"	"Mup-ps16"
"141589"	"10505270"	"Slc31a2"
"141594"	"10505276"	"Slc31a1"
"141599"	"10505282"	"Prpf4"
"141615"	"10505299"	"Bspry"
"141623"	"10505308"	"4933430I17Rik"
"141639"	"10505326"	"Rgs3"
"141667"	"10505356"	"Zfp618"
"141684"	"10505374"	"Col27a1"
"141745"	"10505436"	"Mir455"
"141746"	"10505438"	"Orm1"
"141752"	"10505445"	"Orm3"
"141757"	"10505451"	"Orm2"
"141762"	"10505457"	"Aknaos"
"141765"	"10505461"	"Atp6v1g1"
"141768"	"10505465"	"6330416G13Rik"
"141783"	"10505481"	"---"
"141790"	"10505489"	"Pappa"
"141812"	"10505512"	"Trim32"
"141814"	"10505515"	"Gm25480"
"141815"	"10505517"	"Tlr4"
"141823"	"10505526"	"Gm11249"
"141824"	"10505528"	"Gm23738"
"141825"	"10505530"	"Gm24697"
"141826"	"10505532"	"Gm11222"
"141827"	"10505534"	"Gm11225"
"141829"	"10505537"	"---"
"141834"	"10505543"	"Gm11236"
"141840"	"10505550"	"Gm11236"
"141845"	"10505556"	"Gm11239"
"141850"	"10505562"	"Gm428"
"141855"	"10505568"	"Frmd3"
"141873"	"10505587"	"Kdm4c"
"141897"	"10505612"	"Gm11263"
"141898"	"10505614"	"Tyrp1"
"141906"	"10505623"	"Lurap1l"
"141909"	"10505627"	"Gm11412"
"141911"	"10505630"	"Snapc3"
"141923"	"10505643"	"Ccdc171"
"141953"	"10505674"	"Cntln"
"141983"	"10505705"	"Sh3gl2"
"141994"	"10505717"	"Adamtsl1"
"142010"	"10505734"	"Adamtsl1"
"142022"	"10505747"	"Rraga"
"142023"	"10505749"	"Dennd4c"
"142052"	"10505779"	"Acer2"
"142060"	"10505788"	"Acer2"
"142062"	"10505791"	"Focad"
"142107"	"10505837"	"Mir491"
"142108"	"10505839"	"Gm26566"
"142109"	"10505841"	"Gm13271"
"142110"	"10505843"	"Gm13286"
"142111"	"10505845"	"Gm13283"
"142113"	"10505848"	"---"
"142116"	"10505852"	"---"
"142119"	"10505856"	"Gm13272"
"142120"	"10505858"	"Ifnz"
"142123"	"10505862"	"Gm13276"
"142124"	"10505864"	"---"
"142125"	"10505866"	"---"
"142126"	"10505868"	"Gm13275"
"142127"	"10505870"	"---"
"142128"	"10505872"	"Gm13285"
"142129"	"10505874"	"Gm13287"
"142130"	"10505876"	"Gm13288"
"142132"	"10505879"	"Ifna7"
"142133"	"10505881"	"Ifna11"
"142134"	"10505884"	"Ifna6"
"142136"	"10505888"	"Ifna5"
"142137"	"10505890"	"Ifna4"
"142138"	"10505892"	"Ifna1"
"142139"	"10505894"	"Mtap"
"142147"	"10505908"	"Tgif2-ps1"
"142149"	"10505911"	"Dmrta1"
"142151"	"10505914"	"Zfp352"
"142153"	"10505917"	"Gm12643"
"142154"	"10505919"	"Gm12644"
"142156"	"10505922"	"Gm12653"
"142158"	"10505925"	"Gm12650"
"142159"	"10505927"	"Gm22804"
"142160"	"10505929"	"Gm10306"
"142161"	"10505931"	"Ift74"
"142183"	"10505954"	"Tek"
"142206"	"10505978"	"Gm25004"
"142207"	"10505980"	"Fggy"
"142208"	"10505982"	"Fggy"
"142219"	"10505994"	"Fggy"
"142220"	"10505996"	"Fggy"
"142221"	"10505998"	"Fggy"
"142226"	"10506004"	"Hook1"
"142250"	"10506029"	"Gm27521"
"142251"	"10506031"	"Nfia"
"142269"	"10506050"	"Nfia"
"142270"	"10506052"	"---"
"142271"	"10506054"	"0610025J13Rik"
"142274"	"10506058"	"Inadl"
"142323"	"10506108"	"Gm26154"
"142324"	"10506110"	"L1td1"
"142331"	"10506118"	"Usp1"
"142337"	"10506125"	"Angptl3"
"142345"	"10506134"	"Atg4c"
"142356"	"10506146"	"LOC102643030"
"142357"	"10506148"	"Atg4c"
"142358"	"10506150"	"Foxd3"
"142361"	"10506154"	"Alg6"
"142376"	"10506170"	"Efcab7"
"142391"	"10506186"	"Gm26425"
"142392"	"10506188"	"Pgm2"
"142404"	"10506201"	"Ror1"
"142415"	"10506213"	"Ube2u"
"142426"	"10506225"	"Cachd1"
"142454"	"10506254"	"Raver2"
"142466"	"10506267"	"Gm25124"
"142467"	"10506269"	"Ak4"
"142471"	"10506274"	"Dnajc6"
"142492"	"10506298"	"Leprot"
"142494"	"10506301"	"Lepr"
"142522"	"10506330"	"---"
"142523"	"10506332"	"---"
"142524"	"10506335"	"Pde4b"
"142548"	"10506360"	"Sgip1"
"142574"	"10506388"	"Tctex1d1"
"142582"	"10506397"	"Mier1"
"142599"	"10506415"	"Oma1"
"142607"	"10506424"	"LOC102642973"
"142609"	"10506427"	"Gm12717"
"142612"	"10506433"	"Dab1"
"142630"	"10506454"	"C8b"
"142645"	"10506470"	"1700024P16Rik"
"142662"	"10506488"	"Plpp3"
"142669"	"10506496"	"Gm12728"
"142670"	"10506498"	"Gm12727"
"142671"	"10506500"	"Usp24"
"142739"	"10506569"	"Usp24"
"142740"	"10506571"	"Dhcr24"
"142751"	"10506583"	"Ttc22"
"142758"	"10506591"	"Pars2"
"142760"	"10506594"	"Fam151a"
"142768"	"10506603"	"Ssbp3"
"142791"	"10506627"	"Cyb5rl"
"142801"	"10506638"	"Cdcp2"
"142805"	"10506643"	"Tmem59"
"142813"	"10506652"	"Ldlrad1"
"142818"	"10506658"	"Hspb11"
"142827"	"10506668"	"Yipf1"
"142838"	"10506680"	"Ndc1"
"142858"	"10506701"	"Glis1"
"142870"	"10506714"	"Lrp8"
"142891"	"10506736"	"Magoh"
"142897"	"10506743"	"0610037L13Rik"
"142907"	"10506754"	"Slc1a7"
"142919"	"10506767"	"Echdc2"
"142932"	"10506781"	"Coa7"
"142936"	"10506786"	"Zcchc11"
"142969"	"10506820"	"Gm23138"
"142970"	"10506822"	"Orc1"
"142990"	"10506843"	"Cc2d1b"
"143016"	"10506870"	"Txndc12"
"143025"	"10506880"	"Kti12"
"143027"	"10506883"	"Rab3b"
"143036"	"10506893"	"Nrd1"
"143071"	"10506929"	"Calr4"
"143080"	"10506939"	"Eps15"
"143108"	"10506968"	"Ttc39a"
"143128"	"10506989"	"Faf1"
"143149"	"10507011"	"Dmrta2"
"143152"	"10507015"	"Agbl4"
"143168"	"10507032"	"Bend5"
"143175"	"10507040"	"Spata6"
"143191"	"10507059"	"Skint7"
"143193"	"10507062"	"Skint4"
"143206"	"10507076"	"Skint3"
"143215"	"10507086"	"Skint2"
"143223"	"10507095"	"Skint11"
"143226"	"10507099"	"Trabd2b"
"143227"	"10507101"	"Trabd2b"
"143230"	"10507105"	"Gm12830"
"143234"	"10507110"	"---"
"143235"	"10507112"	"Stil"
"143253"	"10507131"	"Tal1"
"143258"	"10507137"	"Pdzk1ip1"
"143263"	"10507143"	"Cyp4a12a"
"143271"	"10507152"	"Cyp4a12b"
"143278"	"10507160"	"Gm12833"
"143280"	"10507163"	"Cyp4a10"
"143287"	"10507171"	"Cyp4a31"
"143292"	"10507177"	"Cyp4a32"
"143304"	"10507190"	"Efcab14"
"143316"	"10507203"	"Atpaf1"
"143325"	"10507213"	"Mob3c"
"143329"	"10507218"	"Mknk1"
"143341"	"10507231"	"Kncn"
"143345"	"10507236"	"6430628N08Rik"
"143346"	"10507238"	"Lrrc41"
"143357"	"10507250"	"Pomgnt1"
"143379"	"10507273"	"Pik3r3"
"143389"	"10507284"	"Gm12950"
"143390"	"10507286"	"Ipp"
"143402"	"10507299"	"Gpbp1l1"
"143411"	"10507309"	"Ccdc17"
"143427"	"10507326"	"Gm25137"
"143428"	"10507328"	"Prdx1"
"143433"	"10507334"	"Ccdc163"
"143445"	"10507347"	"Tesk2"
"143459"	"10507362"	"Mutyh"
"143475"	"10507379"	"Zswim5"
"143489"	"10507394"	"Hectd3"
"143512"	"10507418"	"Eif2b3"
"143524"	"10507433"	"Ptch2"
"143546"	"10507456"	"Tctex1d4"
"143550"	"10507461"	"Best4-ps"
"143559"	"10507471"	"Gm13015"
"143560"	"10507473"	"Gm25099"
"143561"	"10507475"	"Gm23143"
"143562"	"10507477"	"Gm23287"
"143563"	"10507479"	"Tmem53"
"143567"	"10507484"	"Eri3"
"143578"	"10507496"	"Gm12845"
"143581"	"10507500"	"Slc6a9"
"143598"	"10507518"	"Gm23382"
"143599"	"10507520"	"Hyi"
"143607"	"10507529"	"Med8"
"143616"	"10507539"	"Elovl1"
"143627"	"10507551"	"2610528J11Rik"
"143630"	"10507557"	"Ebna1bp2"
"143639"	"10507567"	"Olfr62"
"143640"	"10507569"	"Olfr1341"
"143641"	"10507572"	"Olfr1340"
"143642"	"10507574"	"Olfr1339"
"143643"	"10507576"	"Olfr1331"
"143644"	"10507578"	"Olfr1330"
"143645"	"10507580"	"Lao1"
"143653"	"10507589"	"Gm12864"
"143657"	"10507594"	"Slc2a1"
"143668"	"10507606"	"Svbp"
"143673"	"10507612"	"P3h1"
"143695"	"10507635"	"Cldn19"
"143703"	"10507644"	"Zmynd12"
"143711"	"10507653"	"Gm12957"
"143712"	"10507655"	"Rnu6-ps2"
"143713"	"10507657"	"Foxj3"
"143726"	"10507671"	"Guca2a"
"143729"	"10507675"	"Hivep3"
"143730"	"10507677"	"Hivep3"
"143744"	"10507692"	"Edn2"
"143750"	"10507699"	"Scmh1"
"143769"	"10507719"	"Slfnl1"
"143775"	"10507726"	"Cited4"
"143779"	"10507731"	"Rims3"
"143789"	"10507742"	"Col9a2"
"143819"	"10507773"	"---"
"143820"	"10507777"	"9530002B09Rik"
"143826"	"10507784"	"Ppt1"
"143839"	"10507798"	"Mycl"
"143844"	"10507804"	"Trit1"
"143856"	"10507817"	"Bmp8b"
"143862"	"10507824"	"Oxct2b"
"143863"	"10507826"	"Hpcal4"
"143869"	"10507833"	"Nt5c1a"
"143875"	"10507840"	"Heyl"
"143882"	"10507848"	"Gm12901"
"143884"	"10507851"	"Pabpc4"
"143902"	"10507870"	"Gm25788"
"143903"	"10507872"	"Gm22154"
"143904"	"10507874"	"Rhbdl2"
"143909"	"10507880"	"4933427I04Rik"
"143913"	"10507885"	"Mycbp"
"143921"	"10507894"	"Rragc"
"143929"	"10507903"	"4933407E24Rik"
"143930"	"10507905"	"Pou3f1"
"143932"	"10507908"	"Fhl3"
"143937"	"10507914"	"Sf3a3"
"143953"	"10507931"	"Mir697"
"143954"	"10507933"	"Inpp5b"
"143981"	"10507961"	"Mtf1"
"143995"	"10507976"	"Yrdc"
"144001"	"10507983"	"Epha10"
"144007"	"10507990"	"Epha10"
"144017"	"10508001"	"9930104L06Rik"
"144026"	"10508012"	"Rspo1"
"144032"	"10508019"	"Gnl2"
"144048"	"10508036"	"Snip1"
"144053"	"10508042"	"Meaf6"
"144062"	"10508052"	"Grik3"
"144078"	"10508069"	"Ftl1"
"144082"	"10508074"	"Csf3r"
"144095"	"10508089"	"Mrps15"
"144104"	"10508099"	"Oscp1"
"144115"	"10508112"	"Lsm10"
"144117"	"10508115"	"Stk40"
"144129"	"10508128"	"Eva1b"
"144135"	"10508135"	"Trappc3"
"144141"	"10508142"	"Col8a2"
"144147"	"10508149"	"Gm12945"
"144148"	"10508151"	"Clspn"
"144174"	"10508178"	"5730409E04Rik"
"144177"	"10508182"	"Psmb2"
"144184"	"10508190"	"AU040320"
"144210"	"10508217"	"Sfpq"
"144220"	"10508228"	"Zmym6"
"144237"	"10508249"	"Gm12942"
"144240"	"10508253"	"Dlgap3"
"144255"	"10508269"	"Smim12"
"144257"	"10508272"	"Csmd2"
"144330"	"10508351"	"Phc2"
"144346"	"10508368"	"A3galt2"
"144353"	"10508376"	"Trim62"
"144358"	"10508382"	"Ak2"
"144367"	"10508392"	"Rnf19b"
"144379"	"10508405"	"Tmem54"
"144385"	"10508412"	"Fndc5"
"144392"	"10508420"	"Yars"
"144407"	"10508436"	"Sync"
"144414"	"10508444"	"Zbtb8os"
"144421"	"10508452"	"Gm24621"
"144422"	"10508454"	"Bsdc1"
"144432"	"10508465"	"Marcksl1"
