"probe_id"	"symbol"
"34490"	"10383511"	"Tex19.1"
"34492"	"10383514"	"Uts2r"
"34495"	"10383518"	"Hexdc"
"34508"	"10383532"	"Narf"
"34520"	"10383545"	"Foxk2"
"34530"	"10383556"	"Fn3krp"
"34537"	"10383564"	"Fn3k"
"34547"	"10383575"	"Tbcd"
"34586"	"10383615"	"Metrnl"
"34595"	"10383625"	"Ptchd3"
"34601"	"10383632"	"Sfi1"
"34639"	"10383671"	"Drg1"
"34648"	"10383681"	"Gm12592"
"34650"	"10383684"	"Limk2"
"34673"	"10383708"	"Rnf185"
"34681"	"10383717"	"Inpp5j"
"34694"	"10383731"	"Smtn"
"34716"	"10383754"	"Gm11949"
"34717"	"10383756"	"Gm11951"
"34718"	"10383758"	"Tug1"
"34722"	"10383763"	"Tug1"
"34723"	"10383765"	"Gm26393"
"34724"	"10383767"	"Osbp2"
"34741"	"10383785"	"4921536K21Rik"
"34746"	"10383791"	"Slc35e4"
"34751"	"10383799"	"Tcn2"
"34761"	"10383810"	"4930556J24Rik"
"34763"	"10383813"	"Mtfp1"
"34768"	"10383819"	"Sec14l2"
"34780"	"10383833"	"Ccdc157"
"34795"	"10383850"	"Gm11956"
"34797"	"10383853"	"Hormad2"
"34810"	"10383867"	"Mtmr3"
"34825"	"10383883"	"Gm11961"
"34828"	"10383887"	"Uqcr10"
"34831"	"10383891"	"Cabp7"
"34836"	"10383897"	"Nf2"
"34858"	"10383920"	"Nefh"
"34867"	"10383932"	"Gas2l1"
"34877"	"10383943"	"Ewsr1"
"34886"	"10383953"	"Emid1"
"34902"	"10383970"	"Kremen1"
"34913"	"10383982"	"Znrf3"
"34921"	"10383991"	"Gm11962"
"34922"	"10383993"	"Ccdc117"
"34927"	"10383999"	"Mrps24"
"34931"	"10384004"	"Urgcp"
"34941"	"10384015"	"Pgam2"
"34945"	"10384020"	"Polm"
"34956"	"10384032"	"Pold2"
"34967"	"10384044"	"Myl7"
"34973"	"10384051"	"Gck"
"34985"	"10384064"	"Camk2b"
"35012"	"10384092"	"Nudcd3"
"35019"	"10384100"	"---"
"35020"	"10384102"	"Npc1l1"
"35040"	"10384123"	"Ddx56"
"35054"	"10384138"	"Tmed4"
"35060"	"10384145"	"H2afv"
"35064"	"10384150"	"Purb"
"35065"	"10384152"	"Purb"
"35066"	"10384154"	"Myo1g"
"35090"	"10384179"	"---"
"35091"	"10384181"	"Gm24000"
"35092"	"10384183"	"Nacad"
"35100"	"10384192"	"Tbrg4"
"35115"	"10384208"	"Gm24313"
"35116"	"10384210"	"---"
"35117"	"10384212"	"Wap"
"35122"	"10384219"	"Gm11977"
"35123"	"10384221"	"Gm11979"
"35124"	"10384223"	"Igfbp3"
"35129"	"10384231"	"Gm27393"
"35130"	"10384233"	"Tns3"
"35162"	"10384266"	"Pkd1l1"
"35215"	"10384322"	"Hus1"
"35227"	"10384335"	"Sun3"
"35239"	"10384349"	"---"
"35241"	"10384352"	"Zpbp"
"35251"	"10384363"	"Gm26458"
"35252"	"10384365"	"4930512M02Rik"
"35256"	"10384370"	"Gm12000"
"35258"	"10384373"	"Fignl1"
"35262"	"10384378"	"Ddc"
"35279"	"10384396"	"Gm25058"
"35280"	"10384398"	"Grb10"
"35301"	"10384421"	"Gm24036"
"35302"	"10384423"	"Cobl"
"35321"	"10384443"	"---"
"35322"	"10384448"	"Sec61g"
"35325"	"10384452"	"Ublcp1"
"35326"	"10384454"	"Gm12664"
"35327"	"10384456"	"Gm24714"
"35328"	"10384458"	"Plek"
"35343"	"10384474"	"Pno1"
"35351"	"10384483"	"Gm12015"
"35353"	"10384486"	"Etaa1"
"35359"	"10384493"	"Gm12017"
"35360"	"10384495"	"Gm12019"
"35361"	"10384497"	"Gm12020"
"35365"	"10384502"	"Gm23021"
"35366"	"10384504"	"Meis1"
"35383"	"10384522"	"Actr2"
"35389"	"10384529"	"Cep68"
"35398"	"10384539"	"Slc1a4"
"35410"	"10384552"	"---"
"35412"	"10384555"	"Aftph"
"35422"	"10384566"	"---"
"35427"	"10384572"	"Lgalsl"
"35431"	"10384577"	"Gm22807"
"35432"	"10384579"	"Ugp2"
"35447"	"10384595"	"4932414J04Rik"
"35454"	"10384603"	"Mdh1"
"35465"	"10384615"	"---"
"35471"	"10384622"	"Ehbp1"
"35500"	"10384652"	"Gm12057"
"35501"	"10384654"	"Gm12058"
"35502"	"10384656"	"B3gnt2"
"35507"	"10384662"	"Commd1"
"35514"	"10384670"	"Gm22753"
"35515"	"10384672"	"Ahsa2"
"35527"	"10384685"	"1700093K21Rik"
"35532"	"10384691"	"0610010F05Rik"
"35555"	"10384715"	"Gm12060"
"35556"	"10384717"	"Pex13"
"35563"	"10384725"	"Rel"
"35574"	"10384737"	"Papolg"
"35598"	"10384762"	"A830031A19Rik"
"35601"	"10384768"	"Gm10466"
"35602"	"10384770"	"5730522E02Rik"
"35607"	"10384776"	"5730522E02Rik"
"35608"	"10384778"	"Gm22868"
"35609"	"10384780"	"---"
"35610"	"10384782"	"Vrk2"
"35622"	"10384795"	"Gm6685"
"35623"	"10384797"	"Ccdc85a"
"35633"	"10384808"	"A630052C17Rik"
"35635"	"10384811"	"Cfap36"
"35647"	"10384824"	"Prorsd1"
"35651"	"10384829"	"Rps27a"
"35659"	"10384838"	"Eml6"
"35703"	"10384883"	"4931440F15Rik"
"35704"	"10384885"	"Sptbn1"
"35748"	"10384930"	"4930505A04Rik"
"35753"	"10384936"	"Acyp2"
"35756"	"10384940"	"Erlec1"
"35771"	"10384956"	"Chac2"
"35775"	"10384961"	"Stc2"
"35781"	"10384968"	"Bod1"
"35786"	"10384974"	"Il9r"
"35796"	"10384985"	"Rhbdf1"
"35814"	"10385004"	"Nprl3"
"35831"	"10385022"	"Efcab9"
"35835"	"10385027"	"Smim23"
"35839"	"10385032"	"Gm12110"
"35840"	"10385034"	"Rpsa-ps4"
"35841"	"10385036"	"Fgf18"
"35847"	"10385043"	"Npm1"
"35851"	"10385048"	"Tlx3"
"35854"	"10385052"	"Ranbp17"
"35882"	"10385081"	"Anp32-ps"
"35883"	"10385083"	"Gabrp"
"35895"	"10385096"	"Kcnip1"
"35912"	"10385114"	"Foxi1"
"35915"	"10385118"	"Dock2"
"35947"	"10385153"	"Spdl1"
"35948"	"10385155"	"Fbll1"
"35951"	"10385159"	"Rars"
"35966"	"10385175"	"Wwc1"
"35993"	"10385203"	"Tenm2"
"36023"	"10385236"	"---"
"36025"	"10385239"	"Mat2b"
"36033"	"10385248"	"Hmmr"
"36055"	"10385271"	"Ccng1"
"36064"	"10385281"	"Gm24446"
"36065"	"10385283"	"Gabrg2"
"36078"	"10385297"	"Gabra1"
"36090"	"10385310"	"Gabra6"
"36102"	"10385323"	"Mir146"
"36103"	"10385325"	"Pttg1"
"36112"	"10385335"	"Gm12151"
"36113"	"10385337"	"Fabp6"
"36118"	"10385343"	"Ttc1"
"36127"	"10385353"	"Adra1b"
"36134"	"10385361"	"Ublcp1"
"36137"	"10385365"	"Lsm11"
"36146"	"10385375"	"Thg1l"
"36152"	"10385382"	"Sft2d1"
"36153"	"10385384"	"Nipal4"
"36159"	"10385391"	"Cyfip2"
"36193"	"10385426"	"Gm12568"
"36194"	"10385428"	"Itk"
"36212"	"10385447"	"Dppa1"
"36219"	"10385455"	"Timd2"
"36229"	"10385466"	"Sgcd"
"36238"	"10385477"	"Gm23039"
"36239"	"10385479"	"Gm12178"
"36240"	"10385484"	"Gm12183"
"36241"	"10385486"	"Trim41"
"36249"	"10385495"	"Cdk2ap1"
"36253"	"10385500"	"Irgm1"
"36256"	"10385504"	"Gm5431"
"36258"	"10385507"	"Gm12185"
"36261"	"10385511"	"---"
"36262"	"10385513"	"9930111J21Rik1"
"36266"	"10385518"	"Tgtp1"
"36270"	"10385523"	"Gm12186"
"36272"	"10385526"	"9930111J21Rik2"
"36278"	"10385533"	"---"
"36283"	"10385540"	"Olfr1396"
"36284"	"10385542"	"Btnl9"
"36296"	"10385555"	"---"
"36297"	"10385557"	"Cnot6"
"36309"	"10385570"	"---"
"36310"	"10385572"	"Sqstm1"
"36320"	"10385583"	"Ltc4s"
"36327"	"10385591"	"Maml1"
"36334"	"10385599"	"Canx"
"36350"	"10385616"	"Rufy1"
"36368"	"10385635"	"Zfp354c"
"36374"	"10385642"	"Zfp879"
"36378"	"10385647"	"Zfp454"
"36386"	"10385656"	"Zfp2"
"36394"	"10385665"	"Zfp354b"
"36399"	"10385671"	"4933414I15Rik"
"36404"	"10385677"	"Prop1"
"36407"	"10385681"	"BC049762"
"36411"	"10385686"	"Hnrnpab"
"36423"	"10385699"	"Rmnd5b"
"36432"	"10385709"	"N4bp3"
"36438"	"10385716"	"0610009B22Rik"
"36440"	"10385719"	"Sec24a"
"36467"	"10385747"	"Jade2"
"36479"	"10385761"	"Ube2b"
"36485"	"10385768"	"Olfr1373"
"36486"	"10385770"	"Olfr1372-ps1"
"36489"	"10385774"	"Olfr1371"
"36490"	"10385776"	"Tcf7"
"36502"	"10385790"	"Hspa4"
"36525"	"10385814"	"Leap2"
"36528"	"10385818"	"Uqcrq"
"36531"	"10385822"	"Gm10447"
"36532"	"10385824"	"Gm9837"
"36533"	"10385826"	"Sowaha"
"36538"	"10385832"	"Il4"
"36542"	"10385837"	"Il13"
"36546"	"10385842"	"Rad50"
"36573"	"10385870"	"Gm17334"
"36574"	"10385872"	"Slc22a5"
"36584"	"10385883"	"Slc22a21"
"36593"	"10385893"	"Slc22a4"
"36602"	"10385903"	"Pdlim4"
"36610"	"10385912"	"Csf2"
"36615"	"10385918"	"Il3"
"36622"	"10385926"	"Cdc42se2"
"36627"	"10385932"	"Lyrm7"
"36635"	"10385941"	"Tnip1"
"36659"	"10385966"	"Anxa6"
"36685"	"10385995"	"Ccdc69"
"36694"	"10386005"	"Gm12231"
"36695"	"10386007"	"Slc36a3"
"36707"	"10386020"	"Slc36a2"
"36719"	"10386033"	"Fat2"
"36743"	"10386058"	"Sparc"
"36754"	"10386070"	"Atox1"
"36759"	"10386076"	"Glra1"
"36768"	"10386086"	"Nmur2"
"36774"	"10386093"	"Gm24253"
"36775"	"10386095"	"Fam114a2"
"36789"	"10386110"	"Hand1"
"36793"	"10386115"	"Gm12248"
"36800"	"10386123"	"Gm12247"
"36801"	"10386125"	"Gemin5"
"36832"	"10386157"	"---"
"36833"	"10386159"	"Zfp672"
"36842"	"10386169"	"Zfp672"
"36843"	"10386171"	"Gm12251"
"36844"	"10386173"	"4930504O13Rik"
"36848"	"10386178"	"Olfr30"
"36849"	"10386180"	"Olfr333-ps1"
"36850"	"10386182"	"Olfr332"
"36852"	"10386185"	"Olfr331"
"36853"	"10386187"	"Gm12254"
"36854"	"10386189"	"Olfr330"
"36855"	"10386191"	"Olfr329-ps"
"36856"	"10386193"	"Olfr328"
"36857"	"10386195"	"Olfr224"
"36858"	"10386197"	"2210407C18Rik"
"36865"	"10386205"	"Olfr323"
"36866"	"10386207"	"Olfr318"
"36867"	"10386209"	"Olfr317"
"36868"	"10386211"	"Fam183b"
"36875"	"10386219"	"Zfp39"
"36885"	"10386230"	"Rnf187"
"36890"	"10386236"	"Hist3h2bb-ps"
"36891"	"10386238"	"Obscn"
"36914"	"10386262"	"Obscn"
"36992"	"10386344"	"Iba57"
"36996"	"10386349"	"Iba57"
"36998"	"10386352"	"Gjc2"
"37004"	"10386359"	"Guk1"
"37012"	"10386368"	"Gm10434"
"37013"	"10386370"	"Arf1"
"37018"	"10386376"	"Wnt3a"
"37022"	"10386381"	"Prss38"
"37028"	"10386388"	"Snap47"
"37033"	"10386394"	"Zfp867"
"37038"	"10386400"	"Gm12263"
"37039"	"10386402"	"Zkscan17"
"37050"	"10386414"	"Zkscan17"
"37051"	"10386416"	"Olfr222"
"37052"	"10386418"	"Gm12261"
"37053"	"10386420"	"Olfr223"
"37055"	"10386423"	"Pld6"
"37058"	"10386427"	"Flcn"
"37072"	"10386442"	"Cops3"
"37084"	"10386455"	"Rasd1"
"37088"	"10386460"	"Pemt"
"37097"	"10386470"	"4930412M03Rik"
"37099"	"10386473"	"Srebf1"
"37120"	"10386495"	"Tom1l2"
"37142"	"10386518"	"Atpaf2"
"37150"	"10386527"	"Gm12622"
"37151"	"10386529"	"Gm12621"
"37152"	"10386531"	"Gm12627"
"37153"	"10386533"	"Gm12613"
"37154"	"10386535"	"---"
"37155"	"10386537"	"---"
"37156"	"10386539"	"Gm12625"
"37157"	"10386541"	"---"
"37158"	"10386543"	"---"
"37160"	"10386546"	"---"
"37161"	"10386548"	"---"
"37163"	"10386551"	"Flii"
"37193"	"10386582"	"Top3a"
"37214"	"10386604"	"Shmt1"
"37229"	"10386622"	"Gm12618"
"37230"	"10386624"	"Tmem11"
"37233"	"10386628"	"Natd1"
"37237"	"10386633"	"Map2k3os"
"37239"	"10386636"	"Usp22"
"37254"	"10386652"	"Aldh3a2"
"37266"	"10386665"	"Slc47a2"
"37283"	"10386683"	"Slc47a1"
"37302"	"10386703"	"Gm12271"
"37303"	"10386705"	"Rnf112"
"37320"	"10386723"	"Mapk7"
"37337"	"10386741"	"B9d1os"
"37338"	"10386743"	"Epn2"
"37350"	"10386758"	"Slc5a10"
"37366"	"10386775"	"Prpsap2"
"37379"	"10386789"	"Ulk2"
"37410"	"10386821"	"A530017D24Rik"
"37412"	"10386824"	"Akap10"
"37431"	"10386844"	"Zswim7"
"37436"	"10386850"	"Ncor1"
"37493"	"10386909"	"Cenpv"
"37499"	"10386916"	"Lrrc75a"
"37503"	"10386921"	"Zfp287"
"37515"	"10386934"	"Wsb2-ps"
"37517"	"10386937"	"Zfp286"
"37526"	"10386947"	"Gm12286"
"37527"	"10386949"	"---"
"37528"	"10386951"	"Hs3st3b1"
"37531"	"10386955"	"Cox10"
"37538"	"10386963"	"F930015N05Rik"
"37539"	"10386965"	"Arhgap44"
"37563"	"10386990"	"Gm25991"
"37564"	"10386992"	"1700086D15Rik"
"37567"	"10386996"	"Myocd"
"37583"	"10387014"	"Map2k4"
"37597"	"10387029"	"Dnah9"
"37667"	"10387100"	"Shisa6"
"37674"	"10387108"	"Gm12298"
"37676"	"10387111"	"Adprm"
"37683"	"10387119"	"Glp2r"
"37701"	"10387138"	"Usp43"
"37717"	"10387155"	"Cfap52"
"37731"	"10387170"	"Ntn1"
"37740"	"10387180"	"Ndel1"
"37753"	"10387194"	"Odf4"
"37759"	"10387201"	"Arhgef15"
"37776"	"10387219"	"Rangrf"
"37778"	"10387222"	"Pfas"
"37806"	"10387251"	"9330160F10Rik"
"37809"	"10387255"	"9130213A22Rik"
"37810"	"10387257"	"Alox8"
"37825"	"10387274"	"Gucy2e"
"37845"	"10387295"	"Cntrob"
"37865"	"10387316"	"Chd3"
"37910"	"10387363"	"Cyb5d1"
"37914"	"10387368"	"Tmem88"
"37917"	"10387372"	"Kdm6b"
"37941"	"10387397"	"Dnah2"
"38026"	"10387483"	"Efnb3"
"38034"	"10387492"	"Wrap53"
"38046"	"10387505"	"Atp1b2"
"38054"	"10387516"	"Shbg"
"38062"	"10387525"	"Mpdu1"
"38072"	"10387536"	"Cd68"
"38080"	"10387545"	"Eif4a1"
"38091"	"10387557"	"Eif4a1"
"38092"	"10387559"	"Senp3"
"38100"	"10387568"	"---"
"38119"	"10387588"	"Polr2a"
"38150"	"10387620"	"Slc35g3"
"38154"	"10387625"	"Chrnb1"
"38166"	"10387638"	"Fgf11"
"38175"	"10387648"	"Tmem102"
"38177"	"10387651"	"4933402P03Rik"
"38180"	"10387655"	"Spem1"
"38183"	"10387659"	"Nlgn2"
"38191"	"10387668"	"Tnk1"
"38211"	"10387689"	"Tmem95"
"38220"	"10387699"	"Acap1"
"38243"	"10387723"	"2810408A11Rik"
"38252"	"10387733"	"Eif5a"
"38261"	"10387743"	"Slc2a4"
"38274"	"10387757"	"Elp5"
"38284"	"10387768"	"Acadvl"
"38306"	"10387791"	"Slc16a13"
"38311"	"10387797"	"Bcl6b"
"38320"	"10387807"	"0610010K14Rik"
"38328"	"10387816"	"Rnasek"
"38332"	"10387821"	"Alox12"
"38348"	"10387838"	"Alox12e"
"38364"	"10387855"	"Alox15"
"38379"	"10387871"	"Pelp1"
"38397"	"10387890"	"Cxcl16"
"38409"	"10387903"	"Vmo1"
"38412"	"10387907"	"Gm10418"
"38413"	"10387909"	"Chrne"
"38425"	"10387922"	"Slc25a11"
"38434"	"10387932"	"Pfn1"
"38437"	"10387936"	"Spag7"
"38444"	"10387944"	"Camta2"
"38470"	"10387971"	"Inca1"
"38481"	"10387983"	"Gm12318"
"38482"	"10387985"	"Scimp"
"38488"	"10387992"	"Nup88"
"38505"	"10388010"	"C1qbp"
"38511"	"10388018"	"Dhx33"
"38523"	"10388031"	"Gm22297"
"38524"	"10388033"	"Derl2"
"38532"	"10388042"	"6330403K07Rik"
"38534"	"10388045"	"Gm12321"
"38535"	"10388047"	"Nlrp1a"
"38552"	"10388065"	"Nlrp1b"
"38572"	"10388086"	"Nlrp1c-ps"
"38583"	"10388098"	"Aipl1"
"38593"	"10388109"	"Pitpnm3"
"38615"	"10388132"	"4933427D14Rik"
"38636"	"10388154"	"Med31"
"38641"	"10388160"	"Slc13a5"
"38654"	"10388174"	"Tekt1"
"38664"	"10388185"	"Smtnl2"
"38672"	"10388194"	"Spns2"
"38688"	"10388211"	"Spns3"
"38701"	"10388225"	"Gm24143"
"38702"	"10388227"	"Cyb5d2"
"38708"	"10388234"	"Gsg2"
"38711"	"10388238"	"Emc6"
"38713"	"10388241"	"Ctns"
"38725"	"10388254"	"Aspa"
"38733"	"10388263"	"Olfr377-ps1"
"38734"	"10388265"	"Olfr1"
"38735"	"10388267"	"Olfr378"
"38736"	"10388269"	"Olfr379-ps1"
"38738"	"10388272"	"Olfr380"
"38739"	"10388274"	"Olfr381"
"38740"	"10388276"	"Olfr382"
"38741"	"10388278"	"Olfr383-ps1"
"38742"	"10388280"	"Olfr385"
"38743"	"10388282"	"Olfr388-ps1"
"38744"	"10388284"	"Olfr389"
"38745"	"10388286"	"Olfr391-ps"
"38746"	"10388288"	"Olfr392"
"38747"	"10388290"	"Olfr393"
"38748"	"10388292"	"Olfr394"
"38749"	"10388294"	"Olfr395"
"38750"	"10388296"	"Olfr398"
"38751"	"10388298"	"Olfr139"
"38752"	"10388300"	"Olfr399"
"38753"	"10388302"	"Olfr43"
"38754"	"10388304"	"Olfr405-ps1"
"38755"	"10388306"	"Olfr410"
"38756"	"10388308"	"Olfr411"
"38757"	"10388310"	"Rap1gap2"
"38783"	"10388337"	"Pafah1b1"
"38797"	"10388352"	"Sgsm2"
"38821"	"10388377"	"Srr"
"38832"	"10388389"	"Hic1"
"38834"	"10388392"	"Ovca2"
"38850"	"10388409"	"Rpa1"
"38870"	"10388430"	"Serpinf1"
"38879"	"10388440"	"Serpinf2"
"38889"	"10388451"	"Wdr81"
"38898"	"10388461"	"---"
"38901"	"10388465"	"Doc2b"
"38911"	"10388476"	"Rph3al"
"38922"	"10388488"	"Fam101b"
"38925"	"10388492"	"Vps53"
"38949"	"10388517"	"---"
"38951"	"10388520"	"Glod4"
"38962"	"10388532"	"Nxn"
"38974"	"10388545"	"Abr"
"39007"	"10388579"	"Gosr1"
"39018"	"10388591"	"Cpd"
"39039"	"10388613"	"Nsrp1"
"39048"	"10388623"	"Mir423"
"39049"	"10388625"	"Efcab5"
"39071"	"10388648"	"Ankrd13b"
"39091"	"10388669"	"Trp53i13"
"39100"	"10388679"	"Gm10392"
"39102"	"10388682"	"Taok1"
"39103"	"10388684"	"Taok1"
"39123"	"10388707"	"Cryba1"
"39130"	"10388716"	"Gm10277"
"39131"	"10388718"	"Pipox"
"39140"	"10388728"	"Gm11190"
"39143"	"10388732"	"Dhrs13os"
"39144"	"10388734"	"Eral1"
"39154"	"10388745"	"Gm12571"
"39155"	"10388749"	"Traf4"
"39163"	"10388758"	"Nek8"
"39180"	"10388776"	"Rpl23a"
"39185"	"10388782"	"Snord42a"
"39186"	"10388784"	"Snord42b"
"39187"	"10388786"	"Supt6"
"39224"	"10388824"	"Foxn1"
"39233"	"10388834"	"Slc13a2"
"39245"	"10388847"	"Sarm1"
"39258"	"10388861"	"Tmem199"
"39265"	"10388869"	"Tnfaip1"
"39275"	"10388880"	"Tmem97"
"39278"	"10388884"	"Nlk"
"39289"	"10388896"	"Gm11197"
"39290"	"10388898"	"Fam58b"
"39293"	"10388902"	"Lgals9"
"39304"	"10388914"	"Ksr1"
"39326"	"10388938"	"Wsb1"
"39339"	"10388952"	"Gm9964"
"39340"	"10388954"	"Omg"
"39343"	"10388958"	"---"
"39353"	"10388969"	"Gm24454"
"39354"	"10388971"	"Utp6"
"39376"	"10388994"	"---"
"39377"	"10388996"	"Crlf3"
"39385"	"10389005"	"Tefm"
"39389"	"10389010"	"5730455P16Rik"
"39400"	"10389022"	"Myo1d"
"39402"	"10389025"	"Myo1d"
"39423"	"10389047"	"Asic2"
"39436"	"10389062"	"1700071K01Rik"
"39437"	"10389064"	"Ccl1"
"39442"	"10389070"	"Gm24612"
"39443"	"10389072"	"Cct6b"
"39457"	"10389087"	"Rffl"
"39468"	"10389099"	"Rad51d"
"39482"	"10389114"	"Nle1"
"39494"	"10389127"	"Unc45bos"
"39496"	"10389130"	"Slfn5os"
"39499"	"10389134"	"Slfn9"
"39507"	"10389143"	"Slfn8"
"39514"	"10389151"	"Slfn8"
"39524"	"10389162"	"---"
"39525"	"10389164"	"Pex12"
"39530"	"10389170"	"Gas2l2"
"39536"	"10389177"	"Mmp28"
"39548"	"10389190"	"Heatr9"
"39564"	"10389207"	"Ccl5"
"39570"	"10389214"	"Ccl9"
"39577"	"10389222"	"Ccl6"
"39583"	"10389229"	"Rpl9-ps1"
"39584"	"10389231"	"Ccl3"
"39590"	"10389238"	"Dusp14"
"39596"	"10389245"	"Tada2a"
"39611"	"10389261"	"Gm11437"
"39618"	"10389269"	"Aatf"
"39631"	"10389283"	"Lhx1"
"39640"	"10389293"	"Mrm1"
"39646"	"10389300"	"Dhrs11"
"39653"	"10389308"	"Ggnbp2"
"39670"	"10389326"	"Pigw"
"39674"	"10389331"	"Znhit3"
"39681"	"10389339"	"Usp32"
"39714"	"10389373"	"Appbp2"
"39727"	"10389391"	"Gm11444"
"39730"	"10389395"	"Brip1"
"39755"	"10389421"	"Ints2"
"39784"	"10389451"	"Med13"
"39814"	"10389482"	"Gm26439"
"39815"	"10389484"	"Rps6kb1"
"39835"	"10389505"	"Gm9975"
"39836"	"10389507"	"---"
"39850"	"10389522"	"Gm11478"
"39851"	"10389526"	"Cltc"
"39885"	"10389561"	"Dhx40"
"39904"	"10389581"	"Ypel2"
"39912"	"10389590"	"Gdpd1"
"39922"	"10389601"	"Smg8"
"39926"	"10389606"	"Prr11"
"39936"	"10389617"	"Ppm1e"
"39943"	"10389625"	"Gm22883"
"39944"	"10389627"	"Rad51c"
"39955"	"10389639"	"Lpo"
"39969"	"10389654"	"Epx"
"39982"	"10389668"	"Olfr462"
"39983"	"10389670"	"Olfr463"
"39984"	"10389672"	"Olfr464"
"39985"	"10389674"	"Dynll2"
"39990"	"10389680"	"Msi2"
"40008"	"10389701"	"Akap1"
"40023"	"10389719"	"Scpep1"
"40035"	"10389732"	"Gm15698"
"40038"	"10389738"	"Dgke"
"40051"	"10389752"	"Nog"
"40052"	"10389754"	"4932411E22Rik"
"40056"	"10389759"	"Ankfn1"
"40071"	"10389775"	"Pctp"
"40078"	"10389786"	"Hlf"
"40086"	"10389795"	"Stxbp4"
"40087"	"10389797"	"Stxbp4"
"40105"	"10389816"	"Tom1l1"
"40123"	"10389835"	"Kif2b"
"40126"	"10389839"	"Gm11501"
"40128"	"10389842"	"Utp18"
"40143"	"10389858"	"Nme2"
"40149"	"10389865"	"Nme1"
"40158"	"10389875"	"Rpl27"
"40159"	"10389877"	"Wfikkn2"
"40160"	"10389879"	"Wfikkn2"
"40162"	"10389882"	"Luc7l3"
"40173"	"10389894"	"Abcc3"
"40206"	"10389929"	"Cacna1g"
"40249"	"10389973"	"Spata20"
"40265"	"10389990"	"Epn3"
"40275"	"10390001"	"Mycbpap"
"40295"	"10390022"	"Rsad1"
"40304"	"10390032"	"Acsf2"
"40321"	"10390050"	"Eme1"
"40329"	"10390059"	"Xylt2"
"40341"	"10390072"	"Gm11541"
"40343"	"10390075"	"Gm11545"
"40347"	"10390080"	"Tmem92"
"40350"	"10390084"	"A430060F13Rik"
"40355"	"10390090"	"Sgca"
"40367"	"10390103"	"Pdk2"
"40380"	"10390117"	"Itga3"
"40409"	"10390147"	"Dlx4"
"40414"	"10390153"	"Kat7"
"40430"	"10390170"	"Nxph3"
"40434"	"10390175"	"Ngfr"
"40442"	"10390184"	"Gm9796"
"40443"	"10390186"	"Abi3"
"40452"	"10390196"	"B4galnt2"
"40464"	"10390209"	"Igf2bp1"
"40465"	"10390211"	"---"
"40480"	"10390227"	"Ube2z"
"40489"	"10390237"	"Atp5g1"
"40495"	"10390244"	"Gm22423"
"40496"	"10390246"	"Calcoco2"
"40501"	"10390252"	"Gm11536"
"40504"	"10390256"	"Gm11529"
"40505"	"10390258"	"Snx11"
"40515"	"10390269"	"Gm11517"
"40516"	"10390271"	"Nfe2l1"
"40527"	"10390283"	"Cdk5rap3"
"40542"	"10390299"	"Pnpo"
"40550"	"10390308"	"Sp2"
"40560"	"10390319"	"Lrrc46"
"40568"	"10390328"	"Tbx21"
"40575"	"10390336"	"Tbkbp1"
"40590"	"10390352"	"Kpnb1"
"40618"	"10390381"	"Npepps"
"40643"	"10390407"	"Gpr179"
"40661"	"10390426"	"4933428G20Rik"
"40664"	"10390430"	"Srcin1"
"40686"	"10390454"	"E130012A19Rik"
"40689"	"10390458"	"Pcgf2"
"40703"	"10390473"	"Pip4k2b"
"40713"	"10390484"	"Cwc25"
"40726"	"10390498"	"1700001P01Rik"
"40729"	"10390502"	"Rpl23"
"40731"	"10390505"	"Snora21"
"40732"	"10390507"	"Fbxo47"
"40743"	"10390519"	"Plxdc1"
"40758"	"10390535"	"Arl5c"
"40764"	"10390542"	"Cacnb1"
"40781"	"10390560"	"Stac2"
"40794"	"10390574"	"Fbxl20"
"40814"	"10390595"	"Med1"
"40836"	"10390618"	"Neurod2"
"40839"	"10390622"	"Pgap3"
"40851"	"10390635"	"Mien1"
"40855"	"10390640"	"Ikzf3"
"40865"	"10390651"	"Gm25106"
"40866"	"10390653"	"Med24"
"40897"	"10390685"	"Ormdl3"
"40901"	"10390691"	"Nr1d1"
"40910"	"10390701"	"Gm12359"
"40913"	"10390705"	"Gjd3"
"40914"	"10390707"	"Top2a"
"40952"	"10390746"	"Top2a"
"40953"	"10390748"	"Tns4"
"40967"	"10390763"	"Ccr7"
"40971"	"10390768"	"Smarce1"
"40982"	"10390780"	"Krt222"
"40990"	"10390789"	"Krt24"
"40998"	"10390798"	"Krt25"
"41005"	"10390806"	"Krt26"
"41014"	"10390816"	"Krt27"
"41020"	"10390823"	"Krt28"
"41027"	"10390831"	"Krt10"
"41035"	"10390841"	"Krt12"
"41043"	"10390850"	"Krt20"
"41052"	"10390860"	"Krt23"
"41060"	"10390869"	"Krt39"
"41067"	"10390877"	"Krt40"
"41074"	"10390886"	"Krtap3-3"
"41077"	"10390890"	"Krtap3-2"
"41081"	"10390895"	"Krtap3-1"
"41082"	"10390897"	"Krtap1-5"
"41085"	"10390901"	"Krtap1-4"
"41090"	"10390907"	"Krtap1-3"
"41091"	"10390909"	"Krtap9-3"
"41092"	"10390911"	"Gm11938"
"41093"	"10390913"	"Gm11937"
"41094"	"10390915"	"Krtap2-4"
"41095"	"10390917"	"Gm11562"
"41096"	"10390919"	"Krtap4-1"
"41099"	"10390923"	"Krtap4-2"
"41102"	"10390927"	"Krtap4-7"
"41105"	"10390931"	"Gm11555"
