"Gene"	"SN_1"	"SN_2"	"SN_3"	"SN_4"	"ON_1"	"ON_2"	"ON_3"	"ON_4"	"SPF_1"	"SPF_2"	"SPF_3"	"SPF_4"	"SPF_5"
"4931428L18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29128"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm7893"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lgsn"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Pih1d3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm26145"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm4850"	0	0	0	0	0	1	0	0	0	1	0	0	0
"Gm28645"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm6489"	0	2	1	0	0	0	0	0	0	0	0	0	0
"Gm10307"	0	0	0	4	0	1	1	0	0	0	0	0	0
"Gm19680"	4	2	3	0	1	1	1	0	1	2	1	5	5
"Gm23032"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm7910"	0	0	1	0	0	0	0	0	0	0	0	0	0
"Khdrbs2"	0	0	0	12	2	1	0	1	0	1	0	0	0
"Gm25814"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37999"	0	0	0	0	0	0	1	0	0	0	0	0	0
"Gm37110"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37911"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm9839"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37792"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5415"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm24732"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37426"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23024"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37151"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm28624"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37724"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm7114"	2	0	0	2	1	4	4	3	3	3	4	10	1
"Gm4785"	0	0	0	0	0	1	0	0	0	0	0	0	0
"Gm24901"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37591"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm2987"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25792"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18799"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm7933"	0	0	0	1	1	0	0	0	0	0	0	0	0
"Gm23453"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prim2"	269	235	150	227	200	267	77	206	245	301	358	232	231
"Gm29228"	0	2	1	4	2	1	1	1	0	0	1	0	0
"Gm37618"	0	1	0	0	0	0	0	0	0	0	0	0	0
"Gm17813"	4	0	3	0	0	0	1	0	0	1	0	0	0
"1700001G17Rik"	0	0	0	0	0	4	0	0	0	8	0	0	0
"Gm38173"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rab23"	60	14	70	40	41	6	0	96	70	107	60	230	150
"Bag2"	96	89	89	125	121	48	84	30	93	73	109	91	65
"Gm37905"	0	0	0	0	1	0	0	0	0	0	0	0	0
"Zfp451"	551	452	858	1008	919	1023	952	603	786	1449	1450	1527	1235
"Gm15455"	0	0	0	0	1	0	0	0	0	0	1	1	1
"Bend6"	264	211	218	189	1126	1046	669	659	546	607	966	1141	1200
"Gm37067"	3	0	0	0	0	0	0	0	0	0	0	0	0
"Dst"	179	143	147	117	1086	697	699	638	3816	2766	507	842	564
"Gm37354"	34	74	48	21	10	1	0	15	0	1	0	0	0
"Gm28631"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23792"	0	0	0	0	0	0	0	0	0	1	0	0	0
"Gm38157"	9	37	12	11	28	32	7	43	678	450	63	66	79
"Mir6896"	0	0	0	0	0	0	0	0	0	0	1	1	0
"Gm26788"	0	0	3	4	33	0	0	0	24	31	3	5	0
"A930005N03Rik"	6	0	0	0	28	14	8	9	21	50	0	10	10
"Gm37958"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37385"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5266"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm3052"	4	23	6	13	26	0	4	0	1	50	4	28	25
"Gm37233"	16	13	51	58	2	14	5	59	113	133	55	74	88
"Mir5103"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ccdc115"	635	532	418	827	532	665	581	448	377	962	739	948	1020
"Gm28306"	1	1	4	0	0	2	0	0	0	1	1	5	3
"Imp4"	1730	1471	1319	1688	2058	1982	2147	1640	803	1492	1832	2228	1876
"Ptpn18"	1473	1572	1252	1751	1229	957	1087	935	1748	2829	1110	1287	1235
"Gm28417"	77	61	56	67	55	87	85	80	187	210	78	119	86
"4930568A12Rik"	9	13	10	10	3	27	32	19	23	7	20	12	22
"Prss39"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28416"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cfc1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28419"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prss40"	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700101I19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amer3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28418"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36984"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29730"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AA619741"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arhgef4"	37	1	9	0	0	110	26	26	29	80	45	29	65
"Gm37224"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37845"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm38336"	0	0	0	0	0	2	1	0	18	15	4	4	12
"Fam168b"	1770	1754	1875	2051	2178	2115	1498	1715	647	2044	2598	3560	2806
"Gm37127"	1	25	8	0	3	2	5	32	60	19	0	1	0
"Plekhb2"	4102	3684	4098	2876	3480	3048	3020	2637	785	1696	2109	2741	2119
"Gm19430"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37670"	2	2	0	3	1	1	1	1	6	2	4	2	1
"Gm8009"	0	4	0	0	0	0	0	0	0	0	0	0	0
"Gm38027"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm25096"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37068"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25634"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28415"	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110002O04Rik"	12	0	0	0	8	0	0	0	0	0	0	0	0
"Gm8022"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37146"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm33222"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930535G08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38049"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hs6st1"	537	314	499	246	731	615	455	633	374	1331	1621	2212	1744
"Gm37335"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm33280"	8	0	7	0	1	3	18	0	20	5	0	22	24
"Uggt1"	1077	1416	1416	1631	1258	2085	1222	1748	1504	3535	3038	3865	4055
"Mir6897"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neurl3"	3649	4317	3510	3915	5879	5492	5358	4978	1065	2380	1829	2554	2406
"Arid5a"	5956	4171	4885	3143	8224	8614	10012	6891	369	595	746	874	854
"4930403P22Rik"	6	49	4	0	8	7	0	0	51	34	1	0	5
"Kansl3"	539	660	467	288	764	418	593	470	356	474	479	739	610
"Mir6898"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fer1l5"	3	6	20	1	117	97	39	54	97	20	119	121	42
"Lman2l"	768	555	637	652	1532	1290	1697	1372	849	1767	1707	2334	1787
"Cnnm4"	199	302	135	237	454	345	404	196	107	364	281	212	245
"Gm37909"	0	13	0	0	0	0	3	0	63	3	15	18	11
"AC084391.1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cnnm3"	191	183	237	292	309	307	290	540	326	1176	1031	1430	1366
"Gm38033"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ankrd23"	0	3	0	0	0	3	0	3	0	8	1	0	3
"Gm42417"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ankrd39"	74	48	53	63	102	104	71	54	146	338	70	246	235
"Sema4c"	230	35	214	162	278	188	343	310	203	1308	1407	1442	1206
"D430040D24Rik"	2	11	2	2	4	1	0	8	10	15	26	9	21
"Fam178b"	4	29	5	9	5	5	4	6	4	0	6	14	2
"Gm6428"	1	0	0	1	2	1	1	2	0	1	0	0	1
"Gm24133"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cox5b"	434	469	468	635	648	509	515	427	441	563	277	279	374
"Actr1b"	782	713	661	559	1449	1228	1519	1487	471	877	960	1184	1233
"4933424G06Rik"	0	0	0	0	18	1	8	11	0	0	0	0	0
"Gm33533"	0	0	0	0	1	0	1	0	0	0	0	0	0
"Zap70"	17	7	0	0	0	7	0	0	0	0	0	0	0
"Gm18828"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tmem131"	181	283	310	228	400	302	178	564	537	1502	1281	1533	1545
"Gm37506"	0	0	0	0	0	0	0	0	6	0	0	0	0
"Gm38115"	5	22	2	36	0	7	18	13	62	173	29	48	49
"F830112A20Rik"	3	10	0	0	0	0	0	19	49	83	3	0	38
"Rpl12-ps1"	0	0	1	2	0	2	0	0	1	0	0	0	3
"n-R5s210"	0	0	0	3	0	0	0	0	0	0	0	0	0
"Vwa3b"	1	0	1	0	0	0	0	3	0	0	0	3	0
"Gm37020"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cnga3"	0	0	0	6	0	0	0	0	1	0	2	0	0
"1700074A21Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Inpp4a"	290	325	198	136	71	115	81	85	151	201	161	148	99
"4930439A04Rik"	1	3	0	1	0	0	0	0	11	0	0	0	0
"Gm37135"	0	0	0	0	0	0	0	0	0	0	1	0	1
"Coa5"	1062	1003	1253	977	1170	1241	1023	1138	271	947	1617	1884	1768
"Unc50"	760	859	639	1050	974	1047	1032	738	1104	3265	2555	3057	2982
"Mgat4a"	542	690	845	363	2702	3221	2259	2766	2478	4980	5021	7078	5889
"4930594C11Rik"	3	1	1	0	8	4	0	1	40	52	16	45	36
"Gm43213"	0	9	1	0	8	3	12	5	292	54	10	39	13
"2010300C02Rik"	0	0	0	0	0	0	7	0	0	0	0	9	4
"4930556I23Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930470B04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19863"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tsga10"	221	248	462	659	465	466	415	497	128	335	396	435	308
"Gm26805"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lipt1"	1	0	0	0	0	9	1	14	54	151	23	71	61
"Mitd1"	272	310	267	227	338	234	267	62	334	626	277	443	385
"Mrpl30"	444	455	422	536	531	425	371	459	555	848	427	497	516
"Lyg2"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm15457"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lyg1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23409"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Txndc9"	1158	873	950	1156	1850	1688	1668	1246	772	1343	1218	1583	1136
"Eif5b"	1098	1181	920	1253	1569	1744	1235	1409	3435	3181	739	784	839
"Rev1"	211	158	91	139	225	69	50	99	135	259	290	320	255
"Gm37062"	0	7	0	0	0	0	0	0	0	12	0	6	0
"Gm5099"	0	0	0	0	0	0	0	0	0	1	0	0	0
"Aff3"	46	103	92	27	0	0	0	0	1	0	1	0	0
"Gm16150"	2	2	4	0	0	0	0	0	0	0	0	0	0
"Gm16151"	5	0	1	0	0	0	0	0	0	0	0	0	0
"Gm16152"	0	0	0	9	1	0	0	0	0	0	0	0	0
"Gm34727"	1	0	4	0	0	0	0	0	0	0	0	0	0
"Gm38135"	0	0	0	0	0	0	0	0	0	0	0	0	0
"2610300A13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lonrf2"	0	0	0	0	0	0	0	0	1	0	2	1	0
"Chst10"	15	0	9	0	0	56	64	68	56	34	68	187	198
"Gm37707"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm6621"	1	1	0	0	1	0	1	1	0	0	0	0	0
"Nms"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pdcl3"	1342	1133	1026	1346	1549	1616	1711	1056	946	2212	1458	1638	1573
"Gm37309"	0	0	0	0	0	0	0	0	11	11	28	0	9
"Gm37821"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37091"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mir6349"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Npas2"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm20428"	0	0	0	0	1	0	0	0	1	0	0	0	0
"Gm3617"	0	0	1	6	1	0	0	0	0	1	0	1	0
"Rpl31"	49	50	37	42	47	50	39	26	29	101	12	9	20
"Tbc1d8"	333	357	454	420	1031	1040	802	838	282	697	864	1056	1148
"Gm37265"	0	0	0	0	0	0	0	0	0	0	0	15	0
"Gm24826"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cnot11"	129	256	238	285	245	268	275	227	254	463	579	999	683
"Gm15832"	23	14	16	5	35	34	11	7	2	4	6	10	1
"Snord89"	0	0	5	0	2	0	0	0	0	0	0	1	0
"Rnf149"	1342	1562	1058	1065	1994	2243	2589	2083	708	1764	1147	1408	1369
"Gm23722"	9	0	16	1	25	9	4	11	67	32	1	1	5
"Gm5100"	4	2	1	4	3	2	0	1	9	4	2	0	0
"Creg2"	10	0	22	25	13	0	14	0	1	1	3	0	11
"D930019O06Rik"	0	0	0	8	0	1	0	0	0	0	0	0	0
"Rfx8"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm3646"	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700066B17Rik"	0	2	0	1	0	3	0	0	0	0	0	0	0
"Map4k4"	475	374	300	323	632	623	675	792	1828	1633	562	619	550
"4930456G14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Il1r2"	24	14	25	4	13	3	38	60	9	0	4	0	0
"Gm16894"	0	7	0	0	21	0	5	17	19	4	4	5	22
"Gm37347"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Il1r1"	11	6	50	15	101	131	7	86	0	79	7	68	53
"Gm38070"	0	0	0	30	0	0	0	0	0	0	0	0	0
"Il1rl2"	197	50	215	135	617	866	667	735	49	706	1120	1346	1083
"Gm17970"	0	0	0	0	0	5	0	0	9	0	0	0	0
"Il1rl1"	436	476	986	588	68	83	80	9	196	121	169	269	151
"Il18r1"	83	84	23	105	33	0	0	0	0	0	0	0	0
"Il18rap"	81	0	120	200	9	160	0	25	2	0	0	42	0
"Gm35801"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Slc9a4"	166	272	145	366	2	11	0	0	0	0	0	0	0
"Gm37435"	0	0	0	0	0	0	0	0	1	0	0	0	0
"Slc9a2"	0	0	0	3	0	0	0	0	0	0	0	0	0
"Gm37623"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37915"	0	0	0	0	0	0	0	0	0	0	0	11	0
"Mfsd9"	3	0	22	43	13	18	31	21	0	0	68	66	81
"Tmem182"	0	0	0	3	0	0	0	0	0	0	0	0	0
"Gm5973"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930448I06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28634"	0	1	0	0	0	0	0	0	0	0	0	0	0
"Gm29260"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5267"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8176"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm9915"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29664"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28175"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28140"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37047"	0	0	0	0	0	0	0	0	0	0	1	0	0
"Pantr1"	0	0	0	0	8	0	2	0	30	0	0	0	1
"4930420N18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20646"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pou3f3"	0	0	0	10	8	0	0	0	0	0	0	0	0
"Pantr2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dalir"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Mrps9"	479	353	333	557	490	478	408	352	161	435	391	565	550
"Gm23126"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gpr45"	0	0	0	1	0	0	0	0	0	0	1	0	0
"Gm24001"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tgfbrap1"	281	193	248	108	370	236	115	346	306	908	779	1040	913
"Gm28782"	0	0	0	0	0	0	0	0	0	0	0	0	0
"8430432A02Rik"	3	0	0	0	0	0	11	1	0	0	1	0	12
"AI597479"	190	103	185	208	45	91	82	217	158	443	748	474	504
"Fhl2"	11	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8210"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29040"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm29610"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29041"	0	0	0	0	0	0	0	0	0	0	0	1	0
"Nck2"	32	17	22	31	1	1	0	0	0	0	1	0	0
"Gm37536"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38228"	0	0	0	0	0	0	0	0	0	0	0	0	0
"1500015O10Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29155"	0	0	0	0	0	3	0	0	0	0	0	0	0
"Gm29157"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29156"	0	0	0	0	0	0	0	0	9	0	0	0	0
"Uxs1"	323	294	257	492	199	175	185	142	271	463	436	648	454
"Gm16103"	0	1	2	0	2	4	0	1	2	16	1	6	5
"Gm19587"	2	2	3	3	7	1	0	2	2	4	5	3	3
"Gm8241"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm26352"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm24180"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tpp2"	1703	1647	2357	2206	2307	2751	2676	1924	1026	1711	2231	2713	2732
"Mettl21c"	0	1	0	0	3	0	0	1	1	16	0	0	0
"Gm15838"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8251"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tex30"	590	643	499	660	613	502	370	393	182	211	265	351	356
"Gm29247"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kdelc1"	263	273	181	302	184	192	258	202	329	509	492	469	437
"Bivm"	23	25	105	4	142	291	31	198	254	814	527	657	286
"Ercc5"	174	114	108	148	226	182	280	114	718	497	262	667	438
"Mettl21e"	0	0	0	0	0	0	0	0	0	0	1	0	0
"Gm15833"	0	0	0	0	0	0	0	0	0	0	0	0	1
"Gm5700"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28893"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Txn-ps1"	3	3	2	5	1	1	2	1	0	2	0	3	1
"Gulp1"	0	0	20	1	0	0	0	0	0	0	1	2	1
"Gm37626"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm16102"	0	0	0	1	0	1	0	0	0	0	0	0	0
"4930521E06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38110"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm3489"	0	0	1	0	0	0	0	0	0	0	1	0	0
"Gm19480"	0	1	0	0	0	0	0	0	0	0	0	0	0
"Gm3496"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5268"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Col3a1"	360	111	44	134	1	1	2	53	0	0	0	0	0
"AC125167.1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Col5a2"	1	2	0	2	1	0	0	0	3	0	0	0	0
"Gm38211"	0	1	3	0	2	0	0	1	0	0	1	0	0
"Gm8296"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm7063"	0	0	0	1	0	0	0	0	0	1	0	0	0
"Gm8304"	2	0	0	3	0	1	0	0	1	1	0	0	0
"Gm23216"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23974"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8307"	0	0	0	0	0	0	0	0	0	0	0	0	1
"Gm23984"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wdr75"	246	114	258	256	225	376	511	414	489	316	496	573	704
"Gm28906"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5526"	0	1	0	0	0	0	2	0	1	3	0	0	0
"Gm5269"	0	0	0	1	0	1	0	1	0	0	0	0	1
"Gm18303"	0	0	0	0	0	0	0	0	1	0	0	2	0
"Slc40a1"	2037	1589	2150	2389	1480	1488	1676	1046	3329	8297	11087	13319	11456
"Gm9496"	0	0	0	1	0	0	1	0	0	0	0	0	0
"Rpl23a-ps1"	0	0	0	1	1	1	0	2	0	1	0	0	1
"Gm3852"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stk-ps2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18849"	0	0	0	0	0	0	0	0	0	0	0	1	0
"Dnah7b"	0	0	0	2	0	0	0	0	0	0	0	0	0
"n-R5s211"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm8326"	26	15	11	11	13	13	20	16	3	0	7	4	6
"Dnah7c"	0	1	0	1	0	0	0	3	0	0	3	4	3
"Slc39a10"	304	421	517	527	229	234	159	424	460	1612	1270	2040	1748
"Gm28151"	0	23	2	3	18	0	0	0	25	10	11	12	16
"Gm37393"	0	0	0	0	0	0	0	0	27	0	0	0	0
"Gm28527"	0	1	0	0	0	1	2	0	0	0	4	0	0
"Gm28825"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28826"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm4852"	0	1	0	1	0	1	0	0	0	1	0	0	0
"Gm38090"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mir6350"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm18117"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37196"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8337"	18	10	12	7	15	24	16	15	0	5	5	2	8
"Gm22419"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23829"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19206"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5974"	4	2	1	1	2	8	2	1	1	4	1	3	3
"Gm23240"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28830"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8354"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19124"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8357"	0	0	1	1	2	3	5	2	1	9	3	2	2
"Gm22693"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28740"	0	0	0	0	0	0	0	0	0	0	0	0	1
"Gm8367"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C230029F24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm6757"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm3605"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28388"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8384"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4933411E06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8391"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm27330"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29665"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20118"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25843"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28321"	1	0	0	0	0	0	0	0	0	0	0	0	0
"Tmeff2"	0	9	0	12	2	0	0	0	0	0	0	4	0
"Gm28322"	1	1	0	1	3	3	0	0	11	4	2	3	1
"Gm25736"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28319"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28320"	0	0	0	0	0	0	0	0	0	0	0	6	0
"Gm29325"	0	0	1	2	3	3	2	0	6	2	1	1	1
"9330175M20Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sdpr"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5253"	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700072G22Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nabp1"	1295	2028	1537	1482	2738	2463	1714	1873	42	299	405	479	270
"Gm17767"	0	0	0	0	0	0	0	0	0	12	0	0	0
"Gm37535"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm28055"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myo1b"	25	1	42	12	1461	1141	1141	1134	597	444	1177	2279	1455
"Gm29453"	0	0	0	0	0	0	0	0	2	36	0	2	0
"Gm28323"	1	0	0	0	0	0	0	0	171	42	0	0	0
"Gm8419"	0	0	0	0	0	1	0	0	1	0	0	2	0
"Gm27607"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8420"	1	1	0	0	1	0	0	0	0	0	0	1	0
"Stat4"	36	12	24	28	4	13	0	5	0	0	0	0	53
"Gm28177"	0	0	1	2	4	1	0	1	0	3	2	5	1
"Gm3940"	0	2	0	0	2	2	2	1	0	3	1	1	2
"RP24-194N4.6"	0	5	5	0	0	0	0	0	11	0	8	16	0
"Stat1"	784	373	737	571	1391	988	918	819	635	1350	686	846	1173
"Gm18301"	0	0	0	0	0	1	0	0	0	8	0	8	10
"Gls"	3521	3249	3043	3864	2436	2528	1747	1267	467	1007	1118	1374	1279
"Gm5975"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23460"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Nab1"	2819	2390	2735	2464	2404	2319	2251	1275	197	405	488	407	559
"Gm5976"	1	0	0	1	6	2	2	0	4	1	12	5	2
"Rps27a-ps1"	0	12	0	3	0	2	1	0	2	0	11	0	0
"Gm553"	0	6	0	0	0	0	0	0	0	0	7	0	0
"Gm28178"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5527"	0	0	0	0	0	1	2	0	0	0	0	0	0
"Nemp2"	45	80	70	92	113	289	128	147	248	432	216	386	117
"Gm37242"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Mfsd6"	740	341	550	522	27	37	0	160	0	0	0	0	18
"Gm29670"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28650"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Inpp1"	297	145	96	64	158	157	161	158	143	227	193	247	193
"Hibch"	174	171	74	214	374	446	332	278	343	520	254	470	408
"Gm16107"	0	0	0	0	0	0	0	0	0	0	0	0	12
"1700019D03Rik"	0	16	0	8	0	0	0	0	1	27	2	12	0
"Mstn"	0	0	0	0	1	0	0	0	0	0	0	0	0
"Gm24349"	0	0	0	0	0	0	0	0	0	0	0	0	0
